edition,site,category_type,category,candidate_definition,source_block_id,source_pdf_page,printed_page,section_heading,extraction_status,review_instruction
AJCC7,Malignant Melanoma of the Conjunctiva,G,G4,"De novo malignant melanoma BIBLIOGRAPHY Anastassiou G, Heiligenhaus A, Bechrakis N, Bader E, Bornfeld N, Steuhl KP. Prognostic value of clinical and histopathologi- cal parameters in conjunctival melanomas: a retrospective study. Br J Ophthalmol. 2002;86:163-7. Damato B, Coupland SE. An audit of conjunctival mela- noma treatment in Liverpool. Eye. 2008b. doi:10.1038/ eye.2008.154. Damato B, Coupland SE. Clinical mapping of conjunctival mela- nomas. Br J Ophthalmol. 2008a;92(11):1545-9. Damato B, Coupland SE. Conjunctival melanoma and melano- sis: a reappraisal of terminology, classifi cation and staging. Clin Exper Ophthalmol. 2008;36:786-95. Finger PT, Tran HV, Turbin RE, Perry HD, Abramson DH, Chin K, et al. High-frequency ultrasonographic evaluation of con- junctival intraepithelial neoplasia and squamous cell carci- noma. Arch Ophthalmol. 2003;121:168-72. Kurli M, Finger PT. Melanocytic conjunctival tumors. Ophthal- mol Clin North Am. 2005;18:15-24. Kurli M, Chin K, Finger PT. Whole-body 18 FDG PET/CT imag- ing for lymph node and metastatic staging of conjunctival melanoma. Br J Ophthalmol. 2008;92:479-82. Missotten GS, Keijser S, De Keizer RJ, De Wolff-Rouendaal D. Conjunctival melanoma in the Netherlands: a nationwide study. Invest Ophthalmol Vis Sci. 2005;46:75-82. Seregard S. Conjunctival melanoma. Surv Ophthalmol. 1998;42: 321-50. Sugiura M, Colby KA, Mihm MC, Zembowicz A. Low-risk and high-risk histologic features in conjunctival primary acquired melanosis with atypia: clinicopathologic analysis of 29 cases. Am J Surg Pathol. 2007;31(2):185-92. Tuomaala S, Kivela T. Metastatic pattern and survival in dis- seminated conjunctival melanoma: implications for sentinel lymph node biopsy. Ophthalmology. 2004;111:816-21. Tuomaala S, Eskelin S, Tarkkanen A, Kivela T. Population-based assessment of clinical characteristics predicting outcome of conjunctival melanoma in whites. Invest Ophthalmol Vis Sci. 2002;43:3399-408. Werschnik C, Lommatszch P. Long-term follow-up of patients with conjunctival melanoma. Am J Clin Oncol. 2002;25: 248-55. Wilson MW, Fleming JC, Fleming RM, Haik BG. Sentinel node biopsy fororbital and ocular adnexal tumors. Ophthal Plast Reconstr Surg. 2001a;17:338-44. Wilson MW, Czechonska G, Finger PT, Rausen A, Hooper ME, Haik BG. Chemotherapy for eye cancer. Surv Ophthalmol. 2001b;45:416-44. Yu GP, Hu DN, McCormick S, Finger PT. Conjunctival mela- noma: is it increasing in the United States? Am J Ophthal- mol. 2003;135:800-6. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00529,557,541,HISTOLOGIC GRADE (G),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,N,N1,M0 M1,B00532,560,544,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Conjunctiva,M,M1,"No stage grouping is presently recommended PATHOLOGIC No stage grouping is presently recommended PROGNOSTIC FACTORS (SITE-SPECIFIC FACTORS) REQUIRED FOR STAGING: None CLINICALLY SIGNIFICANT: Measured thickness (depth) _________________ General Notes: For identification of special cases of TNM or pTNM classifications, the ""m"" suffix and ""y,"" ""r,"" and ""a"" prefixes are used. Although they do not affect the stage grouping, they indicate cases needing separate analysis. m suffix indicates the presence of multiple primary tumors in a single site and is recorded in parentheses: pT(m)NM. y prefix indicates those cases in which classification is performed during or following initial multimodality therapy. The cTNM or pTNM category is identified by a ""y"" prefix. The ycTNM or ypTNM categorizes the extent of tumor actually present at the time of that examination. The ""y"" categorization is not an estimate of tumor prior to multimodality therapy. r prefix indicates a recurrent tumor when staged after a disease-free interval, and is identified by the ""r"" prefix: rTNM.",B00533,560,544,DISTANT METASTASIS (M),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Uvea,G,GX,Grade cannot be assessed,B00537,568,552,HISTOLOGIC GRADE (G) *,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Uvea,G,G1,Spindle cell melanoma,B00537,568,552,HISTOLOGIC GRADE (G) *,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Uvea,G,G2,Mixed cell melanoma,B00537,568,552,HISTOLOGIC GRADE (G) *,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Uvea,G,G3,"Epithelioid cell melanoma * Note : Because of general lack of agreement regarding which proportion of epithelioid cells classifi es a tumor as mixed and epithelioid in type, some ophthalmic pathologists cur- rently combine grades 2 and 3 (nonspindle, epithelioid cells detected) and contrast them with grade 1 (spindle, no epithe- lioid cells detected). BIBLIOGRAPHY Al Jamal RT, Kivelä T. KI-67 immunopositivity in choroi- dal and ciliary body melanoma with respect to nucleo- lar diameter and other prognostic factors. Curr Eye Res. 2006;31:57-67. All-Ericsson C, Girnita L, Seregard S, Bartolazzi A, Jager MJ, Larsson O. Insulin-like growth factor-1 receptor in uveal melanoma: a predictor for metastatic disease and a potential therapeutic target. Invest Ophthalmol Vis Sci. 2002;43:1-8. Blanco G. Diagnosis and treatment of orbital invasion in uveal melanoma. Can J Ophthalmol. 2004;39:388-96. Blom DJ, Luyten GP, Mooy C, Kerkvliet S, Zwinderman AH, Jager MJ. Human leukocyte antigen class I expression. Marker of poor prognosis in uveal melanoma. Invest Ophthalmol Vis Sci. 1997;38:1865-72. The Collaborative Ocular Melanoma Study Group. Accuracy of diagnosis of choroidal melanomas in the Collaborative Ocu- lar Melanoma Study. COMS report no. 1. Arch Ophthalmol. 1990;108:1268-73. The Collaborative Ocular Melanoma Study Group. Comparison of clinical, echographic, and histopathological measure- ments from eyes with medium-sized choroidal melanoma in the collaborative ocular melanoma study: COMS report no. 21. Arch Ophthalmol. 2003;121:1163-71. The Collaborative Ocular Melanoma Study Group. Factors pre- dictive of growth and treatment of small choroidal mela- noma: COMS report no. 5. Arch Ophthalmol. 1997a;115: 1537-44. The Collaborative Ocular Melanoma Study Group. Mortality in patients with small choroidal melanoma. COMS report no. 4. Arch Ophthalmol. 1997b;115:886-93. The Collaborative Ocular Melanoma Study Group. The COMS randomized trial of iodine 125 brachytherapy for choroi- dal melanoma: V. Twelve-year mortality rates and prog- nostic factors: COMS report no. 28. Arch Ophthalmol. 2006;124:1684-93. Damato B, Duke C, Coupland SE, Hiscott P, Smith PA, Campbell I, et al. Cytogenetics of uveal melanoma: a 7-year clinical experience. Ophthalmology. 2007;114:1925-31. Diener-West M, Reynolds SM, Agugliaro DJ, Caldwell R, Cumming K, Earle JD, Hawkins BS, Hayman JA, Jaiyesimi I, Jampol LM, Kirkwood JM, Koh WJ, Robertson DM, Shaw JM, Straatsma BR, Thoma J. Development of metastatic disease after enrollment in the COMS trials for treatment of choroidal melanoma: Collaborative Ocular Melanoma Study Group report no. 26. Arch Ophthalmol. 2005;123: 1639-43. Durie FH, Campbell AM, Lee WR, Damato BE. Analysis of lym- phocytic infi ltration in uveal melanoma. Invest Ophthalmol Vis Sci. 1990;31:2106-10. In order to view this proof accurately, the Overprint Preview Option must be set to Always in Acrobat Professional or Adobe Reader. Please contact your Customer Service Representative if you have questions about finding this option. Job Name: -- /381449t",B00537,568,552,HISTOLOGIC GRADE (G) *,formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Uvea,T,T1c,T1d,B00538,571,555,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Uvea,T,T2c,T2d,B00538,571,555,PRIMARY TUMOR (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Malignant Melanoma of the Uvea,N,N1,M0 M1 M1a M1b M1c,B00540,572,556,REGIONAL LYMPH NODES (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,TX,Primary tumor cannot be assessed,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T0,No evidence of primary tumor,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T1,Tumors no more than 2/3 the volume of the eye with no vitreous or subretinal seeding,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T1a,No tumor in either eye is greater than 3 mm in largest dimension or located closer than 1.5 mm to the optic nerve or fovea,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T1b,At least one tumor is greater than 3 mm in larg- est dimension or located closer than 1.5 mm to the optic nerve or fovea. No retinal detachment or subretinal fl uid beyond 5 mm from the base of the tumor,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T1c,"At least one tumor is greater than 3 mm in largest dimension or located closer than 1.5 mm to the optic nerve or fovea, with retinal detachment or subretinal fl uid beyond 5 mm from the base of the tumor",B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T2,Tumors no more than 2/3 the volume of the eye with vitreous or subretinal seeding. Can have reti- nal detachment,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T2a,"Focal vitreous and/or subretinal seeding of fi ne aggregates of tumor cells is present, but no large clumps or “snowballs” of tumor cells",B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T2b,"Massive vitreous and/or subretinal seeding is present, defi ned as diffuse clumps or “snowballs” of tumor cells",B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T3,Severe intraocular disease,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T3a,Tumor fi lls more than 2/3 of the eye,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T3b,"One or more complications present, which may include tumor-associated neovascular or angle closure glaucoma, tumor extension into the ante- rior segment, hyphema, vitreous hemorrhage, or orbital cellulitis",B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T4,Extraocular disease detected by imaging studies,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T4a,Invasion of optic nerve,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T4b,Invasion into the orbit,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T4c,Intracranial extension not past chiasm,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,T,T4d,Intracranial extension past chiasm,B00544,579,563,Primary Tumor (T),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,N,NX,Regional lymph nodes cannot be assessed,B00545,579,563,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,N,N0,No regional lymph node involvement,B00545,579,563,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,N,N1,"Regional lymph node involvement (preauricular, cervical, submandibular)",B00545,579,563,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
AJCC7,Retinoblastoma,N,N2,Distant lymph node involvement Metastasis (M) M0 No metastasis M1 Systemic metastasis M1a Single lesion to sites other than CNS M1b Multiple lesions to sites other than CNS M1c Prechiasmatic CNS lesion(s) M1d Postchiasmatic CNS lesion(s) M1e Leptomeningeal and/or CSF involvement Pathologic Classifi cation (pTNM) Primary Tumor (pT ) pTX Primary tumor cannot be assessed pT0 No evidence of primary tumor pT1 Tumor confi ned to eye with no optic nerve or choroidal invasion pT2 Tumor with minimal optic nerve and/or choroidal invasion: pT2a Tumor superfi cially invades optic nerve head but does not extend past lamina cribrosa or tumor exhibits focal choroidal invasion pT2b Tumor superfi cially invades optic nerve head but does not extend past lamina cribrosa and exhibits focal choroidal invasion pT3 Tumor with signifi cant optic nerve and/or choroidal invasion: pT3a Tumor invades optic nerve past lamina cribrosa but not to surgical resection line or tumor exhibits massive choroidal invasion pT3b Tumor invades optic nerve past lamina cribrosa but not to surgical resection line and exhibits massive choroidal invasion pT4 Tumor invades optic nerve to resection line or exhibits extra-ocular extension elsewhere pT4a Tumor invades optic nerve to resection line but no extra-ocular extension identifi ed pT4b Tumor invades optic nerve to resection line and extra-ocular extension identifi ed Regional Lymph Nodes (pN ) pNX Regional lymph nodes cannot be assessed,B00545,579,563,Regional Lymph Nodes (N),formal_definition_table_candidate,Check wording/category against AJCC manual; edit only if extraction merged/split rows incorrectly.
